,subject,subunit,group,variable
35,S_B0,CELL_S_B0_0,B,0.9247215706683332
36,S_B0,CELL_S_B0_0,B,1.9508021854484998
37,S_B0,CELL_S_B0_0,B,1.775339682166191
38,S_B0,CELL_S_B0_0,B,1.6430792497954763
39,S_B0,CELL_S_B0_0,B,1.2246312213368884
40,S_B0,CELL_S_B0_0,B,1.4816343234671783
41,S_B0,CELL_S_B0_0,B,1.0490271693533404
42,S_B0,CELL_S_B0_0,B,1.587896907750043
43,S_B0,CELL_S_B0_0,B,2.7042988037691886
44,S_B0,CELL_S_B0_0,B,1.356189010237262
45,S_B0,CELL_S_B0_0,B,2.1546291325177735
46,S_B0,CELL_S_B0_0,B,1.5509659169370549
47,S_B0,CELL_S_B0_0,B,1.6350915082643245
48,S_B0,CELL_S_B0_0,B,2.4235536619809945
49,S_B0,CELL_S_B0_0,B,1.192395112790185
50,S_B0,CELL_S_B0_0,B,1.465371389273771
51,S_B0,CELL_S_B0_0,B,1.988811433654533
52,S_B0,CELL_S_B0_0,B,0.9886052708949667
53,S_B0,CELL_S_B0_0,B,1.4986010122344364
54,S_B0,CELL_S_B0_0,B,1.4155381922378447
55,S_B0,CELL_S_B0_0,B,2.0626002693303764
56,S_B0,CELL_S_B0_0,B,1.1154936668258502
57,S_B0,CELL_S_B0_0,B,1.7094657954232275
58,S_B0,CELL_S_B0_0,B,2.026406629740974
59,S_B0,CELL_S_B0_0,B,1.495434114509636
60,S_B0,CELL_S_B0_0,B,1.6370028638981151
61,S_B0,CELL_S_B0_0,B,1.1038831248746659
62,S_B0,CELL_S_B0_0,B,1.702684376378066
63,S_B0,CELL_S_B0_0,B,1.0577794562473493
64,S_B0,CELL_S_B0_0,B,1.6440464573916225
65,S_B0,CELL_S_B0_0,B,1.7526844358834341
66,S_B0,CELL_S_B0_0,B,1.685957374961561
67,S_B0,CELL_S_B0_0,B,0.9145106171099242
68,S_B0,CELL_S_B0_0,B,2.1886724441932905
69,S_B0,CELL_S_B0_0,B,1.302943929540859
70,S_B0,CELL_S_B0_0,B,1.6633360247082227
71,S_B0,CELL_S_B0_0,B,1.2257814785297907
72,S_B0,CELL_S_B0_0,B,1.607375347941116
73,S_B0,CELL_S_B0_0,B,1.7107874458798502
74,S_B0,CELL_S_B0_0,B,2.20919257145407
75,S_B0,CELL_S_B0_0,B,1.472774167243582
76,S_B0,CELL_S_B0_0,B,1.3044082098616903
77,S_B0,CELL_S_B0_0,B,2.618366782999766
78,S_B0,CELL_S_B0_0,B,1.3799405934250215
79,S_B0,CELL_S_B0_0,B,1.1062103690272012
80,S_B0,CELL_S_B0_0,B,3.0782214689046152
81,S_B0,CELL_S_B0_0,B,2.8325191510606706
82,S_B0,CELL_S_B0_0,B,1.4710918080539481
83,S_B0,CELL_S_B0_0,B,2.0261358272736847
84,S_B0,CELL_S_B0_0,B,1.354791483722915
85,S_B0,CELL_S_B0_0,B,2.436282175785167
86,S_B0,CELL_S_B0_0,B,1.0316116031158413
87,S_B0,CELL_S_B0_0,B,1.811117081752097
88,S_B0,CELL_S_B0_0,B,1.5980169005669949
89,S_B0,CELL_S_B0_0,B,2.230669317904383
90,S_B0,CELL_S_B0_0,B,1.3717352745187639
91,S_B0,CELL_S_B0_0,B,1.2541535666070247
92,S_B0,CELL_S_B0_0,B,1.773277998318352
93,S_B0,CELL_S_B0_0,B,2.4332687782721627
94,S_B0,CELL_S_B0_0,B,2.23050580593845
95,S_B0,CELL_S_B0_0,B,1.961981559080854
96,S_B0,CELL_S_B0_0,B,1.5387103520261645
97,S_B0,CELL_S_B0_0,B,2.248718054099588
98,S_B0,CELL_S_B0_0,B,1.631800286354499
99,S_B0,CELL_S_B0_0,B,1.3347881340313137
100,S_B0,CELL_S_B0_0,B,3.585012759702388
101,S_B0,CELL_S_B0_0,B,2.0214956375229716
102,S_B0,CELL_S_B0_0,B,1.9256189769238117
103,S_B0,CELL_S_B0_0,B,1.5364171961731343
104,S_B0,CELL_S_B0_0,B,1.1248851172207273
105,S_B0,CELL_S_B0_0,B,2.444782990380135
106,S_B0,CELL_S_B0_0,B,0.8471119989089464
107,S_B0,CELL_S_B0_0,B,2.8211361388849596
108,S_B0,CELL_S_B0_0,B,1.2277062088050827
109,S_B0,CELL_S_B0_0,B,1.2039006230772218
110,S_B0,CELL_S_B0_0,B,2.759815298738744
111,S_B0,CELL_S_B0_0,B,1.9193224700769722
112,S_B0,CELL_S_B0_0,B,0.8559504999434736
113,S_B0,CELL_S_B0_0,B,1.7825790536761381
114,S_B0,CELL_S_B0_0,B,2.1660645912682193
115,S_B0,CELL_S_B0_0,B,1.8168767995684767
116,S_B0,CELL_S_B0_0,B,2.2550510742278287
117,S_B0,CELL_S_B0_0,B,1.4267955920264344
118,S_B0,CELL_S_B0_0,B,1.3914911500047213
119,S_B0,CELL_S_B0_0,B,2.030932295826916
120,S_B0,CELL_S_B0_0,B,2.3309325782513293
121,S_B0,CELL_S_B0_0,B,0.6316010051192518
122,S_B0,CELL_S_B0_0,B,1.0386930879223701
123,S_B0,CELL_S_B0_0,B,1.4085280269635083
124,S_B0,CELL_S_B0_0,B,2.3670132565133266
125,S_B0,CELL_S_B0_0,B,1.4341931245526218
126,S_B0,CELL_S_B0_0,B,1.963543964422569
127,S_B0,CELL_S_B0_0,B,2.20766335341463
128,S_B0,CELL_S_B0_0,B,1.6228446485423556
129,S_B0,CELL_S_B0_0,B,1.089298163565935
130,S_B0,CELL_S_B0_0,B,0.7642140027208243
131,S_B0,CELL_S_B0_0,B,1.6800992599372042
132,S_B0,CELL_S_B0_0,B,1.053827538691744
133,S_B0,CELL_S_B0_0,B,2.0140888488677344
134,S_B0,CELL_S_B0_0,B,1.7580469672521195
135,S_B0,CELL_S_B0_0,B,2.206293785007296
136,S_B0,CELL_S_B0_0,B,1.1197435666116515
137,S_B0,CELL_S_B0_0,B,1.6055272765876833
138,S_B0,CELL_S_B0_0,B,1.3311162618631944
139,S_B0,CELL_S_B0_0,B,0.9214710207774698
140,S_B0,CELL_S_B0_0,B,1.2120597806102746
141,S_B0,CELL_S_B0_0,B,1.9983319074139083
142,S_B0,CELL_S_B0_0,B,2.02709330052591
143,S_B0,CELL_S_B0_0,B,1.744855472746666
144,S_B0,CELL_S_B0_0,B,1.634503700703523
145,S_B0,CELL_S_B0_0,B,1.28490875000296
146,S_B0,CELL_S_B0_0,B,1.4191062686605462
147,S_B0,CELL_S_B0_0,B,1.7703344086737722
148,S_B0,CELL_S_B0_0,B,1.556813597287842
149,S_B0,CELL_S_B0_0,B,2.262540872394209
150,S_B0,CELL_S_B0_0,B,0.7839220220660037
151,S_B0,CELL_S_B0_1,B,0.6128628716080435
152,S_B0,CELL_S_B0_1,B,2.492228387150972
153,S_B0,CELL_S_B0_1,B,1.5794034424968437
154,S_B0,CELL_S_B0_1,B,1.6588005807133004
155,S_B0,CELL_S_B0_1,B,1.555521468348182
156,S_B0,CELL_S_B0_1,B,1.716363893655173
157,S_B0,CELL_S_B0_1,B,2.0367231598944477
158,S_B0,CELL_S_B0_1,B,2.013140682849132
159,S_B0,CELL_S_B0_1,B,1.2591956169038323
160,S_B0,CELL_S_B0_1,B,2.6041312672956733
161,S_B0,CELL_S_B0_1,B,1.1870747206120953
162,S_B0,CELL_S_B0_1,B,1.6883776614355475
163,S_B0,CELL_S_B0_1,B,1.5184362584124422
164,S_B0,CELL_S_B0_1,B,1.2035824649162858
165,S_B0,CELL_S_B0_1,B,1.61198094550436
166,S_B0,CELL_S_B0_1,B,1.3201638636365833
167,S_B0,CELL_S_B0_1,B,1.685179646041545
168,S_B0,CELL_S_B0_1,B,1.8606498126750872
169,S_B0,CELL_S_B0_1,B,2.564026336603702
170,S_B0,CELL_S_B0_1,B,1.8079891585742818
171,S_B0,CELL_S_B0_1,B,1.3724979460648998
172,S_B0,CELL_S_B0_1,B,1.4659654809730271
173,S_B0,CELL_S_B0_1,B,1.7194310166673088
174,S_B0,CELL_S_B0_1,B,1.6956026931953434
175,S_B0,CELL_S_B0_1,B,2.5545517819764023
176,S_B0,CELL_S_B0_1,B,2.5057945726880724
177,S_B0,CELL_S_B0_1,B,1.4804102156797236
178,S_B0,CELL_S_B0_1,B,1.3985099683816686
179,S_B0,CELL_S_B0_1,B,0.765583966684084
180,S_B0,CELL_S_B0_1,B,1.3983932178941918
181,S_B0,CELL_S_B0_1,B,1.229469392593973
182,S_B0,CELL_S_B0_1,B,1.4822373401067357
183,S_B0,CELL_S_B0_1,B,1.854240675130927
184,S_B0,CELL_S_B0_1,B,1.7387347590609414
185,S_B0,CELL_S_B0_1,B,1.6339650351400115
186,S_B0,CELL_S_B0_1,B,1.750453038065358
187,S_B0,CELL_S_B0_1,B,1.587506693304624
188,S_B0,CELL_S_B0_1,B,1.7491075383436798
189,S_B0,CELL_S_B0_1,B,0.6254296018723058
190,S_B0,CELL_S_B0_1,B,1.5207626509530288
191,S_B0,CELL_S_B0_1,B,1.5947943339392943
192,S_B0,CELL_S_B0_1,B,1.4882805869572864
193,S_B0,CELL_S_B0_1,B,1.5443700944679828
194,S_B0,CELL_S_B0_1,B,2.0360120870628986
195,S_B0,CELL_S_B0_1,B,1.3779107470832375
196,S_B0,CELL_S_B0_1,B,3.190605241778441
197,S_B0,CELL_S_B0_1,B,2.0268625975638384
198,S_B0,CELL_S_B0_1,B,1.6456045506978938
199,S_B0,CELL_S_B0_1,B,1.549606935916776
200,S_B0,CELL_S_B0_1,B,1.6064765685837383
201,S_B0,CELL_S_B0_1,B,1.252833616535751
202,S_B0,CELL_S_B0_1,B,1.6022986239307697
203,S_B0,CELL_S_B0_1,B,1.7924888175710925
204,S_B0,CELL_S_B0_1,B,1.961800128544773
205,S_B0,CELL_S_B0_1,B,1.961887330676637
206,S_B0,CELL_S_B0_1,B,1.518217176146114
207,S_B0,CELL_S_B0_1,B,1.0780731466751687
208,S_B0,CELL_S_B0_1,B,1.3488727074920441
209,S_B0,CELL_S_B0_1,B,2.6742204380401304
210,S_B0,CELL_S_B0_1,B,2.1572138267084204
211,S_B0,CELL_S_B0_1,B,1.8420625149639007
212,S_B0,CELL_S_B0_1,B,1.3120774575840584
213,S_B0,CELL_S_B0_1,B,1.6505252102283103
214,S_B0,CELL_S_B0_1,B,1.131223051988072
215,S_B0,CELL_S_B0_1,B,1.3971283301457673
216,S_B0,CELL_S_B0_1,B,1.5317930808766895
217,S_B0,CELL_S_B0_1,B,1.4792097913744204
218,S_B0,CELL_S_B0_1,B,2.19675347948558
219,S_B0,CELL_S_B0_1,B,1.077218467496348
220,S_B0,CELL_S_B0_1,B,1.2717200046353225
221,S_B0,CELL_S_B0_1,B,1.0915444377092542
222,S_B0,CELL_S_B0_1,B,1.1374558253066753
223,S_B0,CELL_S_B0_1,B,1.7112374588311359
224,S_B0,CELL_S_B0_1,B,1.0200665192116056
225,S_B0,CELL_S_B0_1,B,2.0671288875692992
226,S_B0,CELL_S_B0_1,B,1.5310522849134682
227,S_B0,CELL_S_B0_1,B,1.6830986006843862
228,S_B0,CELL_S_B0_1,B,1.8162483390343325
229,S_B0,CELL_S_B0_1,B,1.447372789822753
230,S_B0,CELL_S_B0_1,B,2.2473324042460443
231,S_B0,CELL_S_B0_1,B,1.5553446827207453
232,S_B0,CELL_S_B0_1,B,1.9703694762725588
233,S_B0,CELL_S_B0_1,B,1.5531207364757709
234,S_B0,CELL_S_B0_1,B,1.7990564197897798
235,S_B0,CELL_S_B0_1,B,1.7930154313853404
236,S_B0,CELL_S_B0_1,B,1.7771145005329332
237,S_B0,CELL_S_B0_1,B,1.2308532709743198
238,S_B0,CELL_S_B0_1,B,1.8790432376645894
239,S_B0,CELL_S_B0_1,B,1.4982726880426271
240,S_B0,CELL_S_B0_1,B,1.9920144420216135
241,S_B0,CELL_S_B0_1,B,0.864375469562704
242,S_B0,CELL_S_B0_1,B,1.0623305570524766
243,S_B0,CELL_S_B0_1,B,1.8386537912232932
244,S_B0,CELL_S_B0_1,B,2.883135091536459
245,S_B0,CELL_S_B0_1,B,2.1180961103788603
246,S_B0,CELL_S_B0_1,B,1.3434819578117208
247,S_B0,CELL_S_B0_1,B,0.9924132015395228
248,S_B0,CELL_S_B0_1,B,2.060205770383178
249,S_B0,CELL_S_B0_1,B,1.609341410307824
250,S_B0,CELL_S_B0_1,B,1.9683807793737675
251,S_B0,CELL_S_B0_1,B,1.706747677707046
252,S_B0,CELL_S_B0_1,B,1.663448533869059
253,S_B0,CELL_S_B0_1,B,4.005176437143045
254,S_B0,CELL_S_B0_1,B,1.6456920777297384
255,S_B0,CELL_S_B0_1,B,1.571807824084777
256,S_B0,CELL_S_B0_1,B,1.5897319186256007
257,S_B0,CELL_S_B0_1,B,1.3839462019100714
258,S_B0,CELL_S_B0_1,B,2.2189627753981522
259,S_B0,CELL_S_B0_1,B,1.4827132699630587
260,S_B0,CELL_S_B0_1,B,1.9952768481038066
261,S_B0,CELL_S_B0_1,B,1.7956748439964636
262,S_B0,CELL_S_B0_1,B,2.3766590919607515
263,S_B0,CELL_S_B0_1,B,1.870215900652559
264,S_B0,CELL_S_B0_1,B,1.1456642109512651
265,S_B0,CELL_S_B0_1,B,1.1074429004849244
266,S_B0,CELL_S_B0_1,B,2.51559849098222
267,S_B0,CELL_S_B0_1,B,1.3735336957573967
268,S_B0,CELL_S_B0_1,B,1.1093998862023104
269,S_B0,CELL_S_B0_1,B,1.3486639288243618
270,S_B0,CELL_S_B0_1,B,2.4094236899150046
271,S_B0,CELL_S_B0_1,B,1.0767380000793692
272,S_B0,CELL_S_B0_1,B,1.2713145436257416
273,S_B0,CELL_S_B0_1,B,1.34980177368409
274,S_B0,CELL_S_B0_1,B,1.132744034266552
275,S_B0,CELL_S_B0_1,B,1.1556948888670802
276,S_B0,CELL_S_B0_1,B,1.0455756629949033
277,S_B0,CELL_S_B0_1,B,1.4356874246259324
278,S_B0,CELL_S_B0_1,B,1.4821998220513075
279,S_B0,CELL_S_B0_1,B,1.3434468047213821
280,S_B0,CELL_S_B0_1,B,1.003898226706948
281,S_B0,CELL_S_B0_1,B,2.401277251835641
282,S_B0,CELL_S_B0_1,B,1.1065824049414694
283,S_B0,CELL_S_B0_1,B,1.792139421328341
284,S_B0,CELL_S_B0_1,B,1.1943116831441354
285,S_B0,CELL_S_B0_1,B,2.0147498827415022
286,S_B0,CELL_S_B0_1,B,2.1962463674735426
287,S_B0,CELL_S_B0_1,B,1.267081119323023
288,S_B0,CELL_S_B0_1,B,0.9257836426248284
289,S_B0,CELL_S_B0_1,B,2.031422315495672
290,S_B0,CELL_S_B0_1,B,2.894290965245054
291,S_B0,CELL_S_B0_1,B,1.8677011852993983
292,S_B0,CELL_S_B0_1,B,1.7300725195461384
293,S_B0,CELL_S_B0_1,B,2.1083975055200006
294,S_B0,CELL_S_B0_1,B,2.0740774528851214
295,S_B0,CELL_S_B0_1,B,1.2857000421242009
296,S_B0,CELL_S_B0_1,B,1.3529056418264067
297,S_B0,CELL_S_B0_1,B,1.9804756933477665
298,S_B0,CELL_S_B0_1,B,1.5790067273160517
299,S_B0,CELL_S_B0_1,B,2.4472909516444084
300,S_B0,CELL_S_B0_1,B,1.3346877319790167
301,S_B0,CELL_S_B0_1,B,2.065108928830086
302,S_B0,CELL_S_B0_2,B,1.7548447362647555
303,S_B0,CELL_S_B0_2,B,1.117531847996928
304,S_B0,CELL_S_B0_2,B,0.9264972077526913
305,S_B0,CELL_S_B0_2,B,2.7849941408823313
306,S_B0,CELL_S_B0_2,B,1.8033159050129821
307,S_B0,CELL_S_B0_2,B,0.8439198664464365
308,S_B0,CELL_S_B0_2,B,1.4581227384188837
309,S_B0,CELL_S_B0_2,B,1.6111297579471318
310,S_B0,CELL_S_B0_2,B,1.1973363316688959
311,S_B0,CELL_S_B0_2,B,2.95238739325937
312,S_B0,CELL_S_B0_2,B,1.496970084800496
313,S_B0,CELL_S_B0_2,B,1.2473309164631943
314,S_B0,CELL_S_B0_2,B,2.0589493800189653
315,S_B0,CELL_S_B0_2,B,2.119529786137307
316,S_B0,CELL_S_B0_2,B,1.7386837188994941
317,S_B0,CELL_S_B0_2,B,1.4753759753514006
318,S_B0,CELL_S_B0_2,B,1.4583432192967647
319,S_B0,CELL_S_B0_2,B,1.429762423269409
320,S_B0,CELL_S_B0_2,B,0.7234993769816163
321,S_B0,CELL_S_B0_2,B,0.9005153667920112
322,S_B0,CELL_S_B0_2,B,1.6697782913672636
323,S_B0,CELL_S_B0_2,B,1.313429035826288
324,S_B0,CELL_S_B0_2,B,1.5094275972588298
325,S_B0,CELL_S_B0_2,B,2.3933387229359466
326,S_B0,CELL_S_B0_2,B,2.598808243997913
327,S_B0,CELL_S_B0_2,B,1.9087432334175607
328,S_B0,CELL_S_B0_2,B,1.3105154336591402
329,S_B0,CELL_S_B0_2,B,0.8171529744604947
330,S_B0,CELL_S_B0_2,B,1.9732344677051479
331,S_B0,CELL_S_B0_2,B,1.95692255399088
332,S_B0,CELL_S_B0_2,B,1.9115417253791223
333,S_B0,CELL_S_B0_3,B,1.3737338060714581
334,S_B0,CELL_S_B0_3,B,1.447927398119934
335,S_B0,CELL_S_B0_3,B,1.2034866281983192
336,S_B0,CELL_S_B0_3,B,1.6632344251832336
337,S_B0,CELL_S_B0_3,B,2.3133872383742418
338,S_B0,CELL_S_B0_3,B,1.7513763947896985
339,S_B0,CELL_S_B0_3,B,1.604406661646714
340,S_B0,CELL_S_B0_3,B,1.3957921659575867
341,S_B0,CELL_S_B0_3,B,2.219420683561058
342,S_B0,CELL_S_B0_3,B,2.7795256233559913
343,S_B0,CELL_S_B0_3,B,1.2141543647077209
344,S_B0,CELL_S_B0_3,B,1.049431502274692
345,S_B0,CELL_S_B0_3,B,1.3831341952311527
346,S_B0,CELL_S_B0_3,B,1.5522639550076642
347,S_B0,CELL_S_B0_3,B,1.4822564608560584
348,S_B0,CELL_S_B0_3,B,1.34642782074998
349,S_B0,CELL_S_B0_3,B,1.0443121697456572
350,S_B0,CELL_S_B0_3,B,1.781003970208018
351,S_B0,CELL_S_B0_3,B,1.2907446560315914
352,S_B0,CELL_S_B0_3,B,0.8934621153389241
353,S_B0,CELL_S_B0_3,B,1.0335221266899026
354,S_B0,CELL_S_B0_3,B,2.187170166971358
355,S_B0,CELL_S_B0_3,B,1.4944811088220564
356,S_B0,CELL_S_B0_3,B,1.7441026939292517
357,S_B0,CELL_S_B0_3,B,0.9663765066329199
358,S_B0,CELL_S_B0_3,B,1.503234585542532
359,S_B0,CELL_S_B0_3,B,2.33361606760515
360,S_B0,CELL_S_B0_3,B,1.8886259305400541
361,S_B0,CELL_S_B0_3,B,1.7325065757062308
362,S_B0,CELL_S_B0_3,B,1.6185819533492016
363,S_B0,CELL_S_B0_3,B,2.095426561119336
364,S_B0,CELL_S_B0_3,B,2.064183510886568
365,S_B0,CELL_S_B0_3,B,0.8565403364394055
366,S_B0,CELL_S_B0_3,B,1.8530419256492539
367,S_B0,CELL_S_B0_3,B,2.17186824173368
368,S_B0,CELL_S_B0_3,B,2.0587098604896705
369,S_B0,CELL_S_B0_3,B,1.3284795303635653
370,S_B0,CELL_S_B0_3,B,1.5853116798799274
371,S_B0,CELL_S_B0_3,B,1.5795689823028296
372,S_B0,CELL_S_B0_3,B,1.090112187114444
373,S_B0,CELL_S_B0_3,B,1.9708563812224595
374,S_B0,CELL_S_B0_3,B,1.2308555740583809
375,S_B0,CELL_S_B0_3,B,2.454088516523852
376,S_B0,CELL_S_B0_3,B,1.707083298668823
377,S_B0,CELL_S_B0_3,B,1.4775910601094862
378,S_B0,CELL_S_B0_3,B,1.541076918607517
379,S_B0,CELL_S_B0_3,B,1.577071445836546
380,S_B0,CELL_S_B0_3,B,2.4350074975362617
381,S_B0,CELL_S_B0_3,B,2.1146134833059853
382,S_B0,CELL_S_B0_3,B,1.4826376594006132
383,S_B0,CELL_S_B0_3,B,1.719785845303541
384,S_B0,CELL_S_B0_3,B,1.4495091845099668
385,S_B0,CELL_S_B0_3,B,0.9593010589658945
386,S_B0,CELL_S_B0_3,B,2.145961681656496
387,S_B0,CELL_S_B0_3,B,1.3761322407719818
388,S_B0,CELL_S_B0_3,B,1.8021774746690944
389,S_B0,CELL_S_B0_3,B,1.2304147004762633
390,S_B0,CELL_S_B0_3,B,1.5734100290989599
391,S_B0,CELL_S_B0_3,B,2.0794601192568036
392,S_B0,CELL_S_B0_3,B,1.2937608815447232
393,S_B0,CELL_S_B0_3,B,2.0269263362486143
394,S_B0,CELL_S_B0_3,B,2.266137194181716
395,S_B0,CELL_S_B0_3,B,1.4956455806697064
396,S_B0,CELL_S_B0_3,B,0.7200398000185119
397,S_B0,CELL_S_B0_3,B,1.5854293658997212
398,S_B0,CELL_S_B0_3,B,1.9293211050164147
399,S_B0,CELL_S_B0_3,B,1.5322253255436669
400,S_B0,CELL_S_B0_3,B,2.5137542769878354
401,S_B0,CELL_S_B0_3,B,1.689527862938483
402,S_B0,CELL_S_B0_3,B,1.2065491897077438
403,S_B0,CELL_S_B0_3,B,1.1238451065926858
404,S_B0,CELL_S_B0_3,B,1.1210263768745257
405,S_B0,CELL_S_B0_3,B,3.0803658801247527
406,S_B0,CELL_S_B0_3,B,1.5726127772809955
407,S_B0,CELL_S_B0_3,B,2.013155761441461
408,S_B0,CELL_S_B0_3,B,3.3391514181725412
409,S_B0,CELL_S_B0_3,B,1.4422079237853926
410,S_B0,CELL_S_B0_3,B,1.5659972077709101
411,S_B0,CELL_S_B0_3,B,1.5312596890471284
412,S_B0,CELL_S_B0_3,B,1.2699337191130422
413,S_B0,CELL_S_B0_3,B,1.4456925793987065
414,S_B0,CELL_S_B0_3,B,2.1820033506273835
415,S_B0,CELL_S_B0_3,B,1.3276997731313354
416,S_B0,CELL_S_B0_3,B,1.4083912072959495
417,S_B0,CELL_S_B0_3,B,1.661530033198989
418,S_B0,CELL_S_B0_3,B,1.6685778635751332
419,S_B0,CELL_S_B0_3,B,1.7329166038452368
420,S_B0,CELL_S_B0_3,B,1.736009517244769
421,S_B0,CELL_S_B0_3,B,1.4316381285816933
422,S_B0,CELL_S_B0_3,B,1.2308859952624684
423,S_B0,CELL_S_B0_3,B,1.4954496714132008
424,S_B0,CELL_S_B0_3,B,2.720497286991194
425,S_B0,CELL_S_B0_3,B,1.897257488740076
426,S_B0,CELL_S_B0_3,B,1.1627942523860597
427,S_B0,CELL_S_B0_3,B,2.0889420765485207
428,S_B0,CELL_S_B0_3,B,3.5841284962433604
429,S_B0,CELL_S_B0_3,B,2.7529477569991956
430,S_B0,CELL_S_B0_3,B,1.2651413031742096
431,S_B0,CELL_S_B0_4,B,2.483589612491244
432,S_B0,CELL_S_B0_4,B,2.114156410555053
433,S_B0,CELL_S_B0_4,B,1.6274715992575262
434,S_B0,CELL_S_B0_4,B,1.9983553334479043
435,S_B0,CELL_S_B0_4,B,1.2189171300526975
436,S_B0,CELL_S_B0_4,B,1.7959493311474837
437,S_B0,CELL_S_B0_4,B,1.1193663220056325
438,S_B0,CELL_S_B0_4,B,2.108833193782199
439,S_B0,CELL_S_B0_4,B,1.4417445599119434
440,S_B0,CELL_S_B0_4,B,1.0166133131750759
441,S_B0,CELL_S_B0_4,B,1.2754820279144383
442,S_B0,CELL_S_B0_4,B,1.5197181075957764
443,S_B0,CELL_S_B0_4,B,2.075429987395154
444,S_B0,CELL_S_B0_4,B,2.3376227466506614
445,S_B0,CELL_S_B0_4,B,1.4090271657660116
446,S_B0,CELL_S_B0_4,B,1.5023511685320747
447,S_B0,CELL_S_B0_4,B,2.117256915100682
448,S_B0,CELL_S_B0_4,B,1.3019504709192566
449,S_B0,CELL_S_B0_4,B,1.4728246455079113
450,S_B0,CELL_S_B0_4,B,1.4017553921093937
451,S_B0,CELL_S_B0_4,B,2.112245897640972
452,S_B0,CELL_S_B0_4,B,1.3312972439695538
453,S_B0,CELL_S_B0_4,B,2.1522150821045964
454,S_B0,CELL_S_B0_4,B,2.3031170549381295
455,S_B0,CELL_S_B0_4,B,1.6609949492357583
456,S_B0,CELL_S_B0_5,B,1.5210385077751363
457,S_B0,CELL_S_B0_5,B,2.1018865751290727
458,S_B0,CELL_S_B0_5,B,1.7749223822621987
459,S_B0,CELL_S_B0_5,B,2.2297247439965613
460,S_B0,CELL_S_B0_5,B,1.334532696663316
461,S_B0,CELL_S_B0_5,B,2.3315643213145223
462,S_B0,CELL_S_B0_5,B,1.8231278904123378
463,S_B0,CELL_S_B0_5,B,1.2397105156495998
464,S_B0,CELL_S_B0_5,B,1.9918126073820963
465,S_B0,CELL_S_B0_5,B,1.3860960359484231
466,S_B0,CELL_S_B0_5,B,2.357718648413136
467,S_B0,CELL_S_B0_5,B,1.5725741329425869
468,S_B0,CELL_S_B0_5,B,2.1357401939142058
469,S_B0,CELL_S_B0_5,B,2.3845787235224045
470,S_B0,CELL_S_B0_5,B,2.0067350412212472
471,S_B0,CELL_S_B0_5,B,2.6146826959329883
472,S_B0,CELL_S_B0_5,B,2.4419696308274776
473,S_B0,CELL_S_B0_5,B,2.1927163740567033
474,S_B0,CELL_S_B0_5,B,1.536760111263555
475,S_B0,CELL_S_B0_5,B,3.147634630083929
476,S_B0,CELL_S_B0_5,B,2.559437537759364
477,S_B0,CELL_S_B0_5,B,1.5007109861942056
478,S_B0,CELL_S_B0_5,B,1.1285714504533644
479,S_B0,CELL_S_B0_5,B,3.748002435716244
480,S_B0,CELL_S_B0_5,B,1.3554756990691406
481,S_B0,CELL_S_B0_5,B,2.3690991952115112
482,S_B0,CELL_S_B0_5,B,2.047512575909048
483,S_B0,CELL_S_B0_5,B,2.3685425108288447
484,S_B0,CELL_S_B0_5,B,3.0435053812006845
485,S_B0,CELL_S_B0_5,B,2.4398758805729175
